date,store_id,city,store_profile,family,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month,pred_transactions,pred_sales,baseline_sales,explanation
2026-01-01,S004,Scottsdale,premium suburban,frozen,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,141.18466186523438,104.015,"Expect above-normal frozen demand because of new years day, payday effect."
2026-01-01,S004,Scottsdale,premium suburban,produce,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,273.6365661621094,222.37,"Expect above-normal produce demand because of new years day, payday effect."
2026-01-01,S004,Scottsdale,premium suburban,snacks,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,280.42742919921875,179.8275,"Expect above-normal snacks demand because of new years day, payday effect."
2026-01-02,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,123.72544860839844,112.6375,Expect near-normal bakery demand because of payday effect.
2026-01-02,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,212.46115112304688,202.54250000000002,Expect near-normal beverages demand because of payday effect.
2026-01-02,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,143.0337371826172,137.19,Expect near-normal dairy demand because of payday effect.
2026-01-02,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,105.42247772216797,103.1875,Expect near-normal frozen demand because of payday effect.
2026-01-02,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,209.8114471435547,197.07999999999998,Expect near-normal produce demand because of payday effect.
2026-01-02,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,177.9673309326172,165.0975,Expect near-normal snacks demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,166.22608947753906,152.0375,Expect near-normal bakery demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,281.8961486816406,274.65749999999997,Expect near-normal beverages demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,190.21212768554688,180.0525,Expect near-normal dairy demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,146.5789337158203,147.0025,Expect near-normal frozen demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,269.7531433105469,282.3075,Expect near-normal produce demand because of payday effect.
2026-01-02,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,234.7008056640625,200.72,Expect above-normal snacks demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,113.4189224243164,108.0975,Expect near-normal bakery demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,188.82118225097656,173.9425,Expect near-normal beverages demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,129.4342498779297,128.905,Expect near-normal dairy demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,94.20677947998047,80.595,Expect above-normal frozen demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,produce,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,193.38192749023438,168.5775,Expect above-normal produce demand because of payday effect.
2026-01-02,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,160.89219665527344,148.1125,Expect near-normal snacks demand because of payday effect.
2026-01-02,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,146.35043334960938,135.4125,Expect near-normal bakery demand because of payday effect.
2026-01-02,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,237.0111541748047,212.81,Expect near-normal beverages demand because of payday effect.
2026-01-02,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,170.31654357910156,150.0125,Expect above-normal dairy demand because of payday effect.
2026-01-02,S004,Scottsdale,premium suburban,frozen,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,147.4293670654297,113.575,"Expect above-normal frozen demand because of promotion activity, payday effect."
2026-01-02,S004,Scottsdale,premium suburban,produce,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,291.01507568359375,236.925,"Expect above-normal produce demand because of promotion activity, payday effect."
2026-01-02,S004,Scottsdale,premium suburban,snacks,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,244.3552703857422,185.4275,"Expect above-normal snacks demand because of promotion activity, payday effect."
2026-01-03,S001,Tempe,campus corridor,bakery,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,127.2797622680664,130.0775,Expect near-normal bakery demand because of weekend traffic.
2026-01-03,S001,Tempe,campus corridor,beverages,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,207.47047424316406,208.3125,Expect near-normal beverages demand because of weekend traffic.
2026-01-03,S001,Tempe,campus corridor,dairy,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,143.916015625,132.86,Expect near-normal dairy demand because of weekend traffic.
2026-01-03,S001,Tempe,campus corridor,frozen,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,110.16100311279297,107.515,Expect near-normal frozen demand because of weekend traffic.
2026-01-03,S001,Tempe,campus corridor,produce,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,213.6574249267578,218.44,Expect near-normal produce demand because of weekend traffic.
2026-01-03,S001,Tempe,campus corridor,snacks,1,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,216.43675231933594,197.1125,"Expect near-normal snacks demand because of promotion activity, weekend traffic."
2026-01-03,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,172.1041717529297,179.25,Expect near-normal bakery demand because of weekend traffic.
2026-01-03,S002,Phoenix,urban flagship,beverages,1,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,324.789794921875,329.7725,"Expect near-normal beverages demand because of promotion activity, weekend traffic."
2026-01-03,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,183.84542846679688,200.5625,Expect below-normal dairy demand because of weekend traffic.
2026-01-03,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,145.489013671875,164.0675,Expect below-normal frozen demand because of weekend traffic.
2026-01-03,S002,Phoenix,urban flagship,produce,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,275.4055480957031,301.93,Expect below-normal produce demand because of weekend traffic.
2026-01-03,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,250.6956329345703,266.955,Expect near-normal snacks demand because of weekend traffic.
2026-01-03,S003,Mesa,family suburban,bakery,0,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,116.91219329833984,128.1575,Expect below-normal bakery demand because of weekend traffic.
2026-01-03,S003,Mesa,family suburban,beverages,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,221.6480712890625,208.985,"Expect near-normal beverages demand because of promotion activity, weekend traffic."
2026-01-03,S003,Mesa,family suburban,dairy,0,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,127.59638977050781,137.0925,Expect near-normal dairy demand because of weekend traffic.
2026-01-03,S003,Mesa,family suburban,frozen,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,111.84143829345703,109.59,"Expect near-normal frozen demand because of promotion activity, weekend traffic."
2026-01-03,S003,Mesa,family suburban,produce,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,229.32289123535156,235.89000000000001,"Expect near-normal produce demand because of promotion activity, weekend traffic."
2026-01-03,S003,Mesa,family suburban,snacks,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,185.78256225585938,175.44,"Expect near-normal snacks demand because of promotion activity, weekend traffic."
2026-01-03,S004,Scottsdale,premium suburban,bakery,1,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,181.33779907226562,178.7725,"Expect near-normal bakery demand because of promotion activity, weekend traffic."
2026-01-03,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,252.91392517089844,273.6625,Expect near-normal beverages demand because of weekend traffic.
2026-01-03,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,171.69309997558594,180.405,Expect near-normal dairy demand because of weekend traffic.
2026-01-03,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,129.3681640625,130.9025,Expect near-normal frozen demand because of weekend traffic.
2026-01-03,S004,Scottsdale,premium suburban,produce,1,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,301.60198974609375,278.235,"Expect near-normal produce demand because of promotion activity, weekend traffic."
2026-01-03,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,218.7291259765625,237.6375,Expect near-normal snacks demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,bakery,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,124.37849426269531,136.2,Expect below-normal bakery demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,beverages,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,209.03326416015625,218.0675,Expect near-normal beverages demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,dairy,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,142.34849548339844,139.3075,Expect near-normal dairy demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,frozen,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,106.73993682861328,109.86,Expect near-normal frozen demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,produce,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,213.7440185546875,208.19,Expect near-normal produce demand because of weekend traffic.
2026-01-04,S001,Tempe,campus corridor,snacks,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,180.1936492919922,190.7625,Expect near-normal snacks demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,169.73170471191406,172.2225,Expect near-normal bakery demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,274.9143371582031,288.3725,Expect near-normal beverages demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,178.00514221191406,184.9925,Expect near-normal dairy demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,137.62939453125,138.405,Expect near-normal frozen demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,produce,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,273.43255615234375,297.92,Expect below-normal produce demand because of weekend traffic.
2026-01-04,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,246.94775390625,244.685,Expect near-normal snacks demand because of weekend traffic.
2026-01-04,S003,Mesa,family suburban,bakery,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,114.45526885986328,119.02499999999999,Expect near-normal bakery demand because of weekend traffic.
2026-01-04,S003,Mesa,family suburban,beverages,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,187.03054809570312,198.2575,Expect near-normal beverages demand because of weekend traffic.
2026-01-04,S003,Mesa,family suburban,dairy,1,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,150.0324249267578,127.1675,"Expect above-normal dairy demand because of promotion activity, weekend traffic."
2026-01-04,S003,Mesa,family suburban,frozen,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,88.45787048339844,101.82,Expect below-normal frozen demand because of weekend traffic.
2026-01-04,S003,Mesa,family suburban,produce,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,187.9729766845703,188.51999999999998,Expect near-normal produce demand because of weekend traffic.
2026-01-04,S003,Mesa,family suburban,snacks,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140625,158.04556274414062,161.66500000000002,Expect near-normal snacks demand because of weekend traffic.
2026-01-04,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,153.46376037597656,141.9225,Expect near-normal bakery demand because of weekend traffic.
2026-01-04,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,236.4521026611328,242.3775,Expect near-normal beverages demand because of weekend traffic.
2026-01-04,S004,Scottsdale,premium suburban,dairy,1,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,193.01852416992188,183.805,"Expect near-normal dairy demand because of promotion activity, weekend traffic."
2026-01-04,S004,Scottsdale,premium suburban,frozen,1,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,145.47947692871094,123.33000000000001,"Expect above-normal frozen demand because of promotion activity, weekend traffic."
2026-01-04,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,253.54684448242188,271.8225,Expect near-normal produce demand because of weekend traffic.
2026-01-04,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,208.69537353515625,210.415,Expect near-normal snacks demand because of weekend traffic.
2026-01-05,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,100.64228057861328,105.6675,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,167.25120544433594,172.7375,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,119.4089126586914,125.9325,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,89.59175109863281,93.6375,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,176.1893768310547,169.05,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,143.71392822265625,150.715,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,133.27001953125,134.6025,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,214.70631408691406,250.935,Expect below-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,153.49510192871094,164.7225,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,110.8438949584961,123.0625,Expect below-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,226.39022827148438,255.26749999999998,Expect below-normal demand with no major external spike drivers flagged.
2026-01-05,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,190.0925750732422,192.3225,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,96.59894561767578,100.715,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,156.11141967773438,160.2525,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,112.75577545166016,122.64,Expect below-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,75.96337890625,76.7725,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,166.4650421142578,175.19,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,131.837158203125,130.025,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,123.05120849609375,119.7325,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,185.89634704589844,192.905,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,137.32667541503906,138.2725,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,100.82128143310547,101.995,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,213.64834594726562,210.3475,Expect near-normal demand with no major external spike drivers flagged.
2026-01-05,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,168.19900512695312,188.215,Expect below-normal demand with no major external spike drivers flagged.
