date,store_id,city,store_profile,family,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month,pred_transactions,pred_sales,baseline_sales,explanation,delta_units,uplift_pct,case_pack,safety_stock_units,estimated_on_hand_units,recommended_order_units,event_or_holiday_flag,priority,action,drivers
2026-01-01,S002,Phoenix,urban flagship,produce,1,1,new_years_day,0,none,0,1,0,80.4,0.4618181818181819,3,Thursday,1,1,1,1,1075.9169921875,329.73883056640625,245.385,"Expect above-normal produce demand because of new years day, promotion activity, payday effect.",84.35383056640626,34.376115315282625,12,39.568659667968745,269.9,108,1,High,Increase order,"new years day, promotion, payday"
2026-01-01,S002,Phoenix,urban flagship,snacks,0,1,new_years_day,0,none,0,1,0,80.4,0.4618181818181819,3,Thursday,1,1,1,1,1075.9169921875,291.26373291015625,191.8325,"Expect above-normal snacks demand because of new years day, payday effect.",99.43123291015624,51.832318772969245,18,46.602197265625,211.0,144,1,High,Increase order,"new years day, payday"
2026-01-01,S003,Mesa,family suburban,bakery,0,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,125.79141235351562,86.1375,"Expect above-normal bakery demand because of new years day, payday effect.",39.65391235351562,46.03559698565157,8,12.579141235351564,94.8,48,1,High,Increase order,"new years day, payday"
2026-01-01,S003,Mesa,family suburban,beverages,1,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,249.3068084716797,160.315,"Expect above-normal beverages demand because of new years day, promotion activity, payday effect.",88.99180847167969,55.51059381323002,24,44.87522552490234,176.3,120,1,High,Increase order,"new years day, promotion, payday"
2026-01-01,S003,Mesa,family suburban,dairy,0,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,144.80519104003906,101.175,"Expect above-normal dairy demand because of new years day, payday effect.",43.630191040039065,43.12349003216117,12,17.376622924804686,111.3,60,1,High,Increase order,"new years day, payday"
2026-01-01,S003,Mesa,family suburban,frozen,0,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,98.29408264160156,76.1275,"Expect above-normal frozen demand because of new years day, payday effect.",22.166582641601565,29.117707322060443,10,12.778230743408203,83.7,30,1,High,Increase order,"new years day, payday"
2026-01-01,S003,Mesa,family suburban,produce,0,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,233.4616851806641,173.1875,"Expect above-normal produce demand because of new years day, payday effect.",60.27418518066409,34.80284961712831,12,28.01540222167969,190.5,72,1,High,Increase order,"new years day, payday"
2026-01-01,S003,Mesa,family suburban,snacks,0,1,new_years_day,0,none,0,1,0,78.4,0.4254545454545456,3,Thursday,1,1,1,1,849.3947143554688,213.73216247558597,146.39999999999998,"Expect above-normal snacks demand because of new years day, payday effect.",67.33216247558599,45.99191425928005,18,34.19714599609375,161.0,90,1,High,Increase order,"new years day, payday"
2026-01-01,S004,Scottsdale,premium suburban,bakery,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,189.9423675537109,111.58,"Expect above-normal bakery demand because of new years day, payday effect.",78.36236755371091,70.22976120605028,8,18.99423675537109,122.7,88,1,High,Increase order,"new years day, payday"
2026-01-01,S004,Scottsdale,premium suburban,beverages,1,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,315.3454895019531,204.3275,"Expect above-normal beverages demand because of new years day, promotion activity, payday effect.",111.01798950195314,54.333356744419206,24,56.76218811035156,224.8,168,1,High,Increase order,"new years day, promotion, payday"
2026-01-01,S004,Scottsdale,premium suburban,dairy,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,210.1347198486328,140.21,"Expect above-normal dairy demand because of new years day, payday effect.",69.9247198486328,49.87142133131218,12,25.216166381835937,154.2,84,1,High,Increase order,"new years day, payday"
2026-01-01,S004,Scottsdale,premium suburban,frozen,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,141.18466186523438,104.015,"Expect above-normal frozen demand because of new years day, payday effect.",37.169661865234374,35.734905412906194,10,18.35400604248047,114.4,50,1,High,Increase order,"new years day, payday"
2026-01-01,S004,Scottsdale,premium suburban,produce,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,273.6365661621094,222.37,"Expect above-normal produce demand because of new years day, payday effect.",51.26656616210937,23.05462344835606,12,32.836387939453125,244.6,72,1,High,Increase order,"new years day, payday"
2026-01-01,S004,Scottsdale,premium suburban,snacks,0,1,new_years_day,0,none,0,1,0,74.9,0.3618181818181819,3,Thursday,1,1,1,1,1026.560791015625,280.42742919921875,179.8275,"Expect above-normal snacks demand because of new years day, payday effect.",100.59992919921876,55.94246108032351,18,44.868388671875,197.8,144,1,High,Increase order,"new years day, payday"
2026-01-02,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,123.72544860839844,112.6375,Expect near-normal bakery demand because of payday effect.,11.087948608398435,9.843922857306344,8,12.372544860839845,123.9,16,0,Medium,Replenish,payday
2026-01-02,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,212.46115112304688,202.5425,Expect near-normal beverages demand because of payday effect.,9.918651123046885,4.897071539576576,24,38.24300720214843,222.8,48,0,Medium,Replenish,payday
2026-01-02,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,143.0337371826172,137.19,Expect near-normal dairy demand because of payday effect.,5.84373718261719,4.259594126843932,12,17.164048461914064,150.9,12,0,Medium,Replenish,payday
2026-01-02,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,105.42247772216795,103.1875,Expect near-normal frozen demand because of payday effect.,2.2349777221679545,2.1659384345661583,10,13.704922103881835,113.5,10,0,Medium,Replenish,payday
2026-01-02,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,209.8114471435547,197.08,Expect near-normal produce demand because of payday effect.,12.731447143554675,6.460040158085384,12,25.17737365722656,216.8,24,0,Medium,Replenish,payday
2026-01-02,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,1,0,76.6,0.3927272727272726,4,Friday,1,1,1,2,992.96044921875,177.9673309326172,165.0975,Expect near-normal snacks demand because of payday effect.,12.869830932617191,7.795291226467506,18,28.47477294921875,181.6,36,0,Medium,Replenish,payday
2026-01-02,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,166.22608947753906,152.0375,Expect near-normal bakery demand because of payday effect.,14.188589477539068,9.332295964837009,8,16.622608947753907,167.2,16,0,Medium,Replenish,payday
2026-01-02,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,281.8961486816406,274.6575,Expect near-normal beverages demand because of payday effect.,7.238648681640598,2.6355183024824,24,50.74130676269531,302.1,48,0,Medium,Replenish,payday
2026-01-02,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,190.21212768554688,180.0525,Expect near-normal dairy demand because of payday effect.,10.159627685546866,5.64259184712618,12,22.825455322265626,198.1,24,0,Medium,Replenish,payday
2026-01-02,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,146.5789337158203,147.0025,Expect near-normal frozen demand because of payday effect.,-0.4235662841796852,-0.28813542911153567,10,19.055261383056642,161.7,10,0,Medium,Replenish,payday
2026-01-02,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,269.7531433105469,282.3075,Expect near-normal produce demand because of payday effect.,-12.55435668945313,-4.447050358014977,12,32.370377197265626,310.5,0,0,Normal,Trim order,payday
2026-01-02,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,1,0,80.1,0.4563636363636362,4,Friday,1,1,1,2,1181.5579833984375,234.7008056640625,200.72,Expect above-normal snacks demand because of payday effect.,33.9808056640625,16.929456787595907,18,37.55212890625,220.8,54,0,Medium,Increase order,payday
2026-01-02,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,113.4189224243164,108.0975,Expect near-normal bakery demand because of payday effect.,5.32142242431641,4.922798792124157,8,11.34189224243164,118.9,8,0,Medium,Replenish,payday
2026-01-02,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,188.82118225097656,173.9425,Expect near-normal beverages demand because of payday effect.,14.878682250976567,8.553793495538219,24,33.98781280517578,191.3,48,0,Medium,Replenish,payday
2026-01-02,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,129.4342498779297,128.905,Expect near-normal dairy demand because of payday effect.,0.5292498779296864,0.4105735835923248,12,15.532109985351562,141.8,12,0,Medium,Replenish,payday
2026-01-02,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,94.20677947998048,80.595,Expect above-normal frozen demand because of payday effect.,13.611779479980484,16.889111582580167,10,12.246881332397463,88.7,20,0,Medium,Increase order,payday
2026-01-02,S003,Mesa,family suburban,produce,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,193.3819274902344,168.5775,Expect above-normal produce demand because of payday effect.,24.804427490234417,14.713960932054645,12,23.205831298828127,185.4,36,0,Medium,Increase order,payday
2026-01-02,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,1,0,78.1,0.4199999999999999,4,Friday,1,1,1,2,946.836181640625,160.89219665527344,148.1125,Expect near-normal snacks demand because of payday effect.,12.779696655273426,8.62837144418832,18,25.74275146484375,162.9,36,0,Medium,Replenish,payday
2026-01-02,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,146.35043334960938,135.4125,Expect near-normal bakery demand because of payday effect.,10.93793334960938,8.077491627146225,8,14.635043334960939,149.0,16,0,Medium,Replenish,payday
2026-01-02,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,237.0111541748047,212.81,Expect near-normal beverages demand because of payday effect.,24.201154174804685,11.372188419155437,24,42.66200775146484,234.1,48,0,Medium,Replenish,payday
2026-01-02,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,170.31654357910156,150.0125,Expect above-normal dairy demand because of payday effect.,20.304043579101574,13.534901144305692,12,20.437985229492188,165.0,36,0,Medium,Increase order,payday
2026-01-02,S004,Scottsdale,premium suburban,frozen,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,147.4293670654297,113.575,"Expect above-normal frozen demand because of promotion activity, payday effect.",33.854367065429685,29.807939304802716,10,19.16581771850586,124.9,50,0,High,Increase order,"promotion, payday"
2026-01-02,S004,Scottsdale,premium suburban,produce,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,291.0150756835937,236.925,"Expect above-normal produce demand because of promotion activity, payday effect.",54.09007568359368,22.830041440790833,12,34.92180908203124,260.6,72,0,Medium,Increase order,"promotion, payday"
2026-01-02,S004,Scottsdale,premium suburban,snacks,1,0,none,0,none,0,1,0,74.6,0.3563636363636362,4,Friday,1,1,1,2,1120.800048828125,244.3552703857422,185.4275,"Expect above-normal snacks demand because of promotion activity, payday effect.",58.92777038574218,31.779412646852368,18,39.09684326171875,204.0,90,0,High,Increase order,"promotion, payday"
2026-01-03,S001,Tempe,campus corridor,bakery,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,127.2797622680664,130.0775,Expect near-normal bakery demand because of weekend traffic.,-2.79773773193358,-2.150823725804678,8,12.727976226806641,143.1,0,0,Normal,Hold steady,baseline demand
2026-01-03,S001,Tempe,campus corridor,beverages,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,207.4704742431641,208.3125,Expect near-normal beverages demand because of weekend traffic.,-0.8420257568359091,-0.40421278455969234,24,37.344685363769536,229.1,24,0,Medium,Replenish,baseline demand
2026-01-03,S001,Tempe,campus corridor,dairy,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,143.916015625,132.86,Expect near-normal dairy demand because of weekend traffic.,11.056015624999986,8.321553232726167,12,17.269921874999998,146.1,24,0,Medium,Replenish,baseline demand
2026-01-03,S001,Tempe,campus corridor,frozen,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,110.16100311279295,107.515,Expect near-normal frozen demand because of weekend traffic.,2.646003112792954,2.461054841457428,10,14.320930404663084,118.3,10,0,Medium,Replenish,baseline demand
2026-01-03,S001,Tempe,campus corridor,produce,0,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,213.6574249267578,218.44,Expect near-normal produce demand because of weekend traffic.,-4.782575073242185,-2.1894227583053403,12,25.638890991210936,240.3,0,0,Normal,Hold steady,baseline demand
2026-01-03,S001,Tempe,campus corridor,snacks,1,0,none,0,none,1,0,0,76.3,0.3872727272727272,5,Saturday,1,1,1,3,1037.4288330078125,216.43675231933597,197.1125,"Expect near-normal snacks demand because of promotion activity, weekend traffic.",19.324252319335955,9.80366659614989,18,34.629880371093755,216.8,36,0,Medium,Replenish,promotion
2026-01-03,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,172.1041717529297,179.25,Expect near-normal bakery demand because of weekend traffic.,-7.1458282470703125,-3.9865150611270916,8,17.21041717529297,197.2,0,0,Normal,Hold steady,baseline demand
2026-01-03,S002,Phoenix,urban flagship,beverages,1,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,324.789794921875,329.7725,"Expect near-normal beverages demand because of promotion activity, weekend traffic.",-4.9827050781249795,-1.5109522710732337,24,58.4621630859375,362.7,24,0,Medium,Replenish,promotion
2026-01-03,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,183.84542846679688,200.5625,Expect below-normal dairy demand because of weekend traffic.,-16.717071533203125,-8.335093316648488,12,22.061451416015625,220.6,0,0,Normal,Trim order,baseline demand
2026-01-03,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,145.489013671875,164.0675,Expect below-normal frozen demand because of weekend traffic.,-18.578486328124995,-11.323684659134194,10,18.91357177734375,180.5,0,0,Normal,Trim order,baseline demand
2026-01-03,S002,Phoenix,urban flagship,produce,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,275.4055480957031,301.93,Expect below-normal produce demand because of weekend traffic.,-26.524451904296882,-8.78496734484711,12,33.04866577148437,332.1,0,0,Normal,Trim order,baseline demand
2026-01-03,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,1,0,0,79.8,0.4509090909090908,5,Saturday,1,1,1,3,1201.1458740234375,250.6956329345703,266.955,Expect near-normal snacks demand because of weekend traffic.,-16.25936706542967,-6.090677104916437,18,40.11130126953125,293.7,0,0,Normal,Trim order,baseline demand
2026-01-03,S003,Mesa,family suburban,bakery,0,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,116.91219329833984,128.1575,Expect below-normal bakery demand because of weekend traffic.,-11.245306701660155,-8.77459899082001,8,11.691219329833984,141.0,0,0,Normal,Hold steady,baseline demand
2026-01-03,S003,Mesa,family suburban,beverages,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,221.6480712890625,208.985,"Expect near-normal beverages demand because of promotion activity, weekend traffic.",12.663071289062486,6.059320663713896,24,39.89665283203125,229.9,48,0,Medium,Replenish,promotion
2026-01-03,S003,Mesa,family suburban,dairy,0,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,127.5963897705078,137.0925,Expect near-normal dairy demand because of weekend traffic.,-9.496110229492203,-6.926790473214949,12,15.311566772460935,150.8,0,0,Normal,Hold steady,baseline demand
2026-01-03,S003,Mesa,family suburban,frozen,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,111.84143829345705,109.59,"Expect near-normal frozen demand because of promotion activity, weekend traffic.",2.251438293457042,2.054419466609218,10,14.539386978149416,120.5,10,0,Medium,Replenish,promotion
2026-01-03,S003,Mesa,family suburban,produce,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,229.3228912353516,235.89,"Expect near-normal produce demand because of promotion activity, weekend traffic.",-6.567108764648395,-2.783970818876763,12,27.51874694824219,259.5,0,0,Normal,Hold steady,promotion
2026-01-03,S003,Mesa,family suburban,snacks,1,0,none,0,none,1,0,0,77.8,0.4145454545454545,5,Saturday,1,1,1,3,981.8616333007812,185.78256225585935,175.44,"Expect near-normal snacks demand because of promotion activity, weekend traffic.",10.342562255859349,5.895213324133236,18,29.725209960937494,193.0,36,0,Medium,Replenish,promotion
2026-01-03,S004,Scottsdale,premium suburban,bakery,1,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,181.3377990722656,178.7725,"Expect near-normal bakery demand because of promotion activity, weekend traffic.",2.5652990722655886,1.4349517248265748,8,18.13377990722656,196.6,8,0,Medium,Replenish,promotion
2026-01-03,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,252.91392517089844,273.6625,Expect near-normal beverages demand because of weekend traffic.,-20.748574829101585,-7.581811475485893,24,45.52450653076172,301.0,0,0,Normal,Trim order,baseline demand
2026-01-03,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,171.69309997558594,180.405,Expect near-normal dairy demand because of weekend traffic.,-8.711900024414064,-4.829079030189886,12,20.603171997070312,198.4,0,0,Normal,Hold steady,baseline demand
2026-01-03,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,129.3681640625,130.9025,Expect near-normal frozen demand because of weekend traffic.,-1.5343359375000034,-1.172121187525069,10,16.817861328125,144.0,10,0,Medium,Replenish,baseline demand
2026-01-03,S004,Scottsdale,premium suburban,produce,1,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,301.6019897460937,278.235,"Expect near-normal produce demand because of promotion activity, weekend traffic.",23.36698974609368,8.398292718778615,12,36.192238769531244,306.1,36,0,Medium,Replenish,promotion
2026-01-03,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,1,0,0,74.3,0.3509090909090908,5,Saturday,1,1,1,3,1164.8768310546875,218.7291259765625,237.6375,Expect near-normal snacks demand because of weekend traffic.,-18.90837402343749,-7.956814064883484,18,34.99666015625,261.4,0,0,Normal,Trim order,baseline demand
2026-01-04,S001,Tempe,campus corridor,bakery,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,124.37849426269533,136.2,Expect below-normal bakery demand because of weekend traffic.,-11.821505737304662,-8.67951963091385,8,12.437849426269533,149.8,0,0,Normal,Hold steady,baseline demand
2026-01-04,S001,Tempe,campus corridor,beverages,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,209.03326416015625,218.0675,Expect near-normal beverages demand because of weekend traffic.,-9.034235839843745,-4.142862113723386,24,37.62598754882812,239.9,24,0,Medium,Replenish,baseline demand
2026-01-04,S001,Tempe,campus corridor,dairy,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,142.34849548339844,139.3075,Expect near-normal dairy demand because of weekend traffic.,3.040995483398433,2.1829373747992267,12,17.08181945800781,153.2,12,0,Medium,Replenish,baseline demand
2026-01-04,S001,Tempe,campus corridor,frozen,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,106.73993682861328,109.86,Expect near-normal frozen demand because of weekend traffic.,-3.120063171386718,-2.840035655731584,10,13.876191787719726,120.8,0,0,Normal,Hold steady,baseline demand
2026-01-04,S001,Tempe,campus corridor,produce,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,213.7440185546875,208.19,Expect near-normal produce demand because of weekend traffic.,5.554018554687502,2.6677643281077392,12,25.649282226562498,229.0,12,0,Medium,Replenish,baseline demand
2026-01-04,S001,Tempe,campus corridor,snacks,0,0,none,0,none,1,0,0,76.0,0.3818181818181818,6,Sunday,1,1,1,4,1019.8740844726562,180.1936492919922,190.7625,Expect near-normal snacks demand because of weekend traffic.,-10.568850708007801,-5.540318829962808,18,28.83098388671875,209.8,0,0,Normal,Hold steady,baseline demand
2026-01-04,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,169.73170471191406,172.2225,Expect near-normal bakery demand because of weekend traffic.,-2.490795288085934,-1.4462658991048987,8,16.973170471191406,189.4,0,0,Normal,Hold steady,baseline demand
2026-01-04,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,274.9143371582031,288.3725,Expect near-normal beverages demand because of weekend traffic.,-13.458162841796877,-4.666936979703986,24,49.48458068847656,317.2,24,0,Medium,Replenish,baseline demand
2026-01-04,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,178.00514221191406,184.9925,Expect near-normal dairy demand because of weekend traffic.,-6.987357788085944,-3.777103281530843,12,21.360617065429686,203.5,0,0,Normal,Hold steady,baseline demand
2026-01-04,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,137.62939453125,138.405,Expect near-normal frozen demand because of weekend traffic.,-0.7756054687500011,-0.5603883304432652,10,17.891821289062502,152.2,10,0,Medium,Replenish,baseline demand
