date,store_id,city,store_profile,transactions,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,month,day_name,week_of_year,quarter,day_of_month
2024-02-03,S001,Tempe,campus corridor,956.0,0,none,0,none,1,0,0,68.0,0.23636363636363636,5,2,Saturday,5,1,3
2024-02-04,S001,Tempe,campus corridor,952.0,0,none,0,none,1,0,0,67.8,0.23272727272727267,6,2,Sunday,5,1,4
2024-02-05,S001,Tempe,campus corridor,832.0,0,none,0,none,0,0,0,67.6,0.22909090909090898,0,2,Monday,6,1,5
2024-02-06,S001,Tempe,campus corridor,817.0,0,none,0,none,0,0,0,67.3,0.22363636363636358,1,2,Tuesday,6,1,6
2024-02-07,S001,Tempe,campus corridor,827.0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,2,Wednesday,6,1,7
2024-02-08,S001,Tempe,campus corridor,854.0,0,none,0,none,0,0,0,66.9,0.21636363636363648,3,2,Thursday,6,1,8
2024-02-09,S001,Tempe,campus corridor,945.0,0,none,0,none,0,0,0,66.7,0.2127272727272728,4,2,Friday,6,1,9
2024-02-10,S001,Tempe,campus corridor,1008.0,0,none,0,none,1,0,0,66.5,0.20909090909090908,5,2,Saturday,6,1,10
2024-02-11,S001,Tempe,campus corridor,1100.0,1,super_bowl,0,none,1,0,0,66.3,0.2054545454545454,6,2,Sunday,6,1,11
2024-02-12,S001,Tempe,campus corridor,774.0,0,none,0,none,0,0,0,66.2,0.2036363636363637,0,2,Monday,7,1,12
2024-02-13,S001,Tempe,campus corridor,829.0,0,none,0,none,0,0,0,66.0,0.2,1,2,Tuesday,7,1,13
2024-02-14,S001,Tempe,campus corridor,911.0,0,none,0,none,0,1,0,65.8,0.19636363636363632,2,2,Wednesday,7,1,14
2024-02-15,S001,Tempe,campus corridor,942.0,0,none,0,none,0,1,0,65.6,0.19272727272727264,3,2,Thursday,7,1,15
2024-02-16,S001,Tempe,campus corridor,1009.0,0,none,0,none,0,1,0,65.4,0.1890909090909092,4,2,Friday,7,1,16
2024-02-17,S001,Tempe,campus corridor,992.0,0,none,0,none,1,0,0,65.3,0.18727272727272723,5,2,Saturday,7,1,17
2024-02-18,S001,Tempe,campus corridor,955.0,0,none,0,none,1,0,0,65.1,0.18363636363636354,6,2,Sunday,7,1,18
2024-02-19,S001,Tempe,campus corridor,798.0,0,none,0,none,0,0,0,65.0,0.18181818181818182,0,2,Monday,8,1,19
2024-02-20,S001,Tempe,campus corridor,831.0,0,none,0,none,0,0,0,64.8,0.17818181818181814,1,2,Tuesday,8,1,20
2024-02-21,S001,Tempe,campus corridor,877.0,0,none,0,none,0,0,0,64.6,0.17454545454545445,2,2,Wednesday,8,1,21
2024-02-22,S001,Tempe,campus corridor,834.0,0,none,0,none,0,0,0,64.5,0.17272727272727273,3,2,Thursday,8,1,22
2024-02-23,S001,Tempe,campus corridor,914.0,0,none,0,none,0,0,0,64.4,0.170909090909091,4,2,Friday,8,1,23
2024-02-24,S001,Tempe,campus corridor,969.0,0,none,0,none,1,0,0,64.2,0.16727272727272732,5,2,Saturday,8,1,24
2024-02-25,S001,Tempe,campus corridor,987.0,0,none,1,tempe_marathon,1,0,0,64.1,0.16545454545454535,6,2,Sunday,8,1,25
2024-02-26,S001,Tempe,campus corridor,788.0,0,none,0,none,0,0,0,64.0,0.16363636363636364,0,2,Monday,9,1,26
2024-02-27,S001,Tempe,campus corridor,872.0,0,none,0,none,0,0,0,63.9,0.1618181818181818,1,2,Tuesday,9,1,27
2024-02-28,S001,Tempe,campus corridor,828.0,0,none,0,none,0,0,0,63.7,0.15818181818181823,2,2,Wednesday,9,1,28
2024-02-29,S001,Tempe,campus corridor,915.0,0,none,0,none,0,0,0,63.6,0.1563636363636364,3,2,Thursday,9,1,29
2024-03-01,S001,Tempe,campus corridor,926.0,0,none,0,none,0,1,0,63.5,0.15454545454545454,4,3,Friday,9,1,1
2024-03-02,S001,Tempe,campus corridor,1034.0,0,none,0,none,1,1,0,63.4,0.1527272727272727,5,3,Saturday,9,1,2
2024-03-03,S001,Tempe,campus corridor,940.0,0,none,0,none,1,0,0,63.3,0.15090909090909085,6,3,Sunday,9,1,3
2024-03-04,S001,Tempe,campus corridor,817.0,0,none,0,none,0,0,0,63.2,0.14909090909090914,0,3,Monday,10,1,4
2024-03-05,S001,Tempe,campus corridor,847.0,0,none,0,none,0,0,0,63.2,0.14909090909090914,1,3,Tuesday,10,1,5
2024-03-06,S001,Tempe,campus corridor,884.0,0,none,0,none,0,0,0,63.1,0.1472727272727273,2,3,Wednesday,10,1,6
2024-03-07,S001,Tempe,campus corridor,872.0,0,none,0,none,0,0,0,63.0,0.14545454545454545,3,3,Thursday,10,1,7
2024-03-08,S001,Tempe,campus corridor,1013.0,0,none,1,tempe_festival_of_the_arts,0,0,0,62.9,0.14363636363636362,4,3,Friday,10,1,8
2024-03-09,S001,Tempe,campus corridor,1015.0,0,none,0,none,1,0,0,62.9,0.14363636363636362,5,3,Saturday,10,1,9
2024-03-10,S001,Tempe,campus corridor,929.0,0,none,0,none,1,0,0,62.8,0.14181818181818176,6,3,Sunday,10,1,10
2024-03-11,S001,Tempe,campus corridor,756.0,0,none,0,none,0,0,0,62.7,0.14000000000000004,0,3,Monday,11,1,11
2024-03-12,S001,Tempe,campus corridor,786.0,0,none,0,none,0,0,0,62.7,0.14000000000000004,1,3,Tuesday,11,1,12
2024-03-13,S001,Tempe,campus corridor,828.0,0,none,0,none,0,0,0,62.7,0.14000000000000004,2,3,Wednesday,11,1,13
2024-03-14,S001,Tempe,campus corridor,953.0,0,none,0,none,0,1,0,62.6,0.1381818181818182,3,3,Thursday,11,1,14
2024-03-15,S001,Tempe,campus corridor,987.0,0,none,0,none,0,1,0,62.6,0.1381818181818182,4,3,Friday,11,1,15
2024-03-16,S001,Tempe,campus corridor,1069.0,0,none,0,none,1,1,0,62.6,0.1381818181818182,5,3,Saturday,11,1,16
2024-03-17,S001,Tempe,campus corridor,921.0,0,none,0,none,1,0,0,62.5,0.13636363636363635,6,3,Sunday,11,1,17
2024-03-18,S001,Tempe,campus corridor,804.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,0,3,Monday,12,1,18
2024-03-19,S001,Tempe,campus corridor,845.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,1,3,Tuesday,12,1,19
2024-03-20,S001,Tempe,campus corridor,848.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,2,3,Wednesday,12,1,20
2024-03-21,S001,Tempe,campus corridor,899.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,3,3,Thursday,12,1,21
2024-03-22,S001,Tempe,campus corridor,906.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,4,3,Friday,12,1,22
2024-03-23,S001,Tempe,campus corridor,976.0,0,none,0,none,1,0,0,62.5,0.13636363636363635,5,3,Saturday,12,1,23
2024-03-24,S001,Tempe,campus corridor,924.0,0,none,0,none,1,0,0,62.5,0.13636363636363635,6,3,Sunday,12,1,24
2024-03-25,S001,Tempe,campus corridor,759.0,0,none,0,none,0,0,0,62.5,0.13636363636363635,0,3,Monday,13,1,25
2024-03-26,S001,Tempe,campus corridor,841.0,0,none,0,none,0,0,0,62.6,0.1381818181818182,1,3,Tuesday,13,1,26
2024-03-27,S001,Tempe,campus corridor,844.0,0,none,0,none,0,0,0,62.6,0.1381818181818182,2,3,Wednesday,13,1,27
2024-03-28,S001,Tempe,campus corridor,885.0,0,none,0,none,0,0,0,62.6,0.1381818181818182,3,3,Thursday,13,1,28
2024-03-29,S001,Tempe,campus corridor,944.0,0,none,0,none,0,0,0,62.7,0.14000000000000004,4,3,Friday,13,1,29
2024-03-30,S001,Tempe,campus corridor,1003.0,0,none,0,none,1,0,0,62.7,0.14000000000000004,5,3,Saturday,13,1,30
2024-03-31,S001,Tempe,campus corridor,959.0,0,none,0,none,1,0,0,62.8,0.14181818181818176,6,3,Sunday,13,1,31
2024-04-01,S001,Tempe,campus corridor,844.0,0,none,0,none,0,1,0,62.8,0.14181818181818176,0,4,Monday,14,2,1
2024-04-02,S001,Tempe,campus corridor,861.0,0,none,0,none,0,1,0,62.9,0.14363636363636362,1,4,Tuesday,14,2,2
2024-04-03,S001,Tempe,campus corridor,857.0,0,none,0,none,0,0,0,63.0,0.14545454545454545,2,4,Wednesday,14,2,3
2024-04-04,S001,Tempe,campus corridor,830.0,0,none,0,none,0,0,0,63.0,0.14545454545454545,3,4,Thursday,14,2,4
2024-04-05,S001,Tempe,campus corridor,881.0,0,none,0,none,0,0,0,63.1,0.1472727272727273,4,4,Friday,14,2,5
2024-04-06,S001,Tempe,campus corridor,945.0,0,none,0,none,1,0,0,63.2,0.14909090909090914,5,4,Saturday,14,2,6
2024-04-07,S001,Tempe,campus corridor,905.0,0,none,0,none,1,0,0,63.3,0.15090909090909085,6,4,Sunday,14,2,7
2024-04-08,S001,Tempe,campus corridor,813.0,0,none,0,none,0,0,0,63.4,0.1527272727272727,0,4,Monday,15,2,8
2024-04-09,S001,Tempe,campus corridor,796.0,0,none,0,none,0,0,0,63.5,0.15454545454545454,1,4,Tuesday,15,2,9
2024-04-10,S001,Tempe,campus corridor,848.0,0,none,0,none,0,0,0,63.6,0.1563636363636364,2,4,Wednesday,15,2,10
2024-04-11,S001,Tempe,campus corridor,929.0,0,none,0,none,0,0,0,63.7,0.15818181818181823,3,4,Thursday,15,2,11
2024-04-12,S001,Tempe,campus corridor,918.0,0,none,0,none,0,0,0,63.8,0.15999999999999995,4,4,Friday,15,2,12
2024-04-13,S001,Tempe,campus corridor,1014.0,0,none,0,none,1,0,0,63.9,0.1618181818181818,5,4,Saturday,15,2,13
2024-04-14,S001,Tempe,campus corridor,964.0,0,none,0,none,1,1,0,64.1,0.16545454545454535,6,4,Sunday,15,2,14
2024-04-15,S001,Tempe,campus corridor,842.0,0,none,0,none,0,1,0,64.2,0.16727272727272732,0,4,Monday,16,2,15
2024-04-16,S001,Tempe,campus corridor,845.0,0,none,0,none,0,1,0,64.3,0.16909090909090904,1,4,Tuesday,16,2,16
2024-04-17,S001,Tempe,campus corridor,850.0,0,none,0,none,0,0,0,64.5,0.17272727272727273,2,4,Wednesday,16,2,17
2024-04-18,S001,Tempe,campus corridor,915.0,0,none,0,none,0,0,0,64.6,0.17454545454545445,3,4,Thursday,16,2,18
2024-04-19,S001,Tempe,campus corridor,873.0,0,none,0,none,0,0,0,64.7,0.17636363636363642,4,4,Friday,16,2,19
2024-04-20,S001,Tempe,campus corridor,1005.0,0,none,0,none,1,0,0,64.9,0.1800000000000001,5,4,Saturday,16,2,20
2024-04-21,S001,Tempe,campus corridor,947.0,0,none,0,none,1,0,0,65.0,0.18181818181818182,6,4,Sunday,16,2,21
2024-04-22,S001,Tempe,campus corridor,781.0,0,none,0,none,0,0,0,65.2,0.1854545454545455,0,4,Monday,17,2,22
2024-04-23,S001,Tempe,campus corridor,779.0,0,none,0,none,0,0,0,65.4,0.1890909090909092,1,4,Tuesday,17,2,23
2024-04-24,S001,Tempe,campus corridor,864.0,0,none,0,none,0,0,0,65.5,0.19090909090909092,2,4,Wednesday,17,2,24
2024-04-25,S001,Tempe,campus corridor,870.0,0,none,0,none,0,0,0,65.7,0.1945454545454546,3,4,Thursday,17,2,25
2024-04-26,S001,Tempe,campus corridor,938.0,0,none,0,none,0,0,0,65.9,0.1981818181818183,4,4,Friday,17,2,26
2024-04-27,S001,Tempe,campus corridor,992.0,0,none,0,none,1,0,0,66.1,0.2018181818181817,5,4,Saturday,17,2,27
2024-04-28,S001,Tempe,campus corridor,992.0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,4,Sunday,17,2,28
2024-04-29,S001,Tempe,campus corridor,794.0,0,none,0,none,0,0,0,66.5,0.20909090909090908,0,4,Monday,18,2,29
2024-04-30,S001,Tempe,campus corridor,794.0,0,none,0,none,0,0,0,66.7,0.2127272727272728,1,4,Tuesday,18,2,30
2024-05-01,S001,Tempe,campus corridor,920.0,0,none,0,none,0,1,0,66.9,0.21636363636363648,2,5,Wednesday,18,2,1
2024-05-02,S001,Tempe,campus corridor,949.0,0,none,0,none,0,1,0,67.1,0.2199999999999999,3,5,Thursday,18,2,2
2024-05-03,S001,Tempe,campus corridor,976.0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,5,Friday,18,2,3
2024-05-04,S001,Tempe,campus corridor,1019.0,0,none,0,none,1,0,0,67.5,0.22727272727272727,5,5,Saturday,18,2,4
2024-05-05,S001,Tempe,campus corridor,952.0,0,none,0,none,1,0,0,67.7,0.23090909090909095,6,5,Sunday,18,2,5
2024-05-06,S001,Tempe,campus corridor,850.0,0,none,0,none,0,0,0,67.9,0.23454545454545464,0,5,Monday,19,2,6
2024-05-07,S001,Tempe,campus corridor,789.0,0,none,0,none,0,0,0,68.1,0.23818181818181808,1,5,Tuesday,19,2,7
2024-05-08,S001,Tempe,campus corridor,842.0,0,none,0,none,0,0,0,68.4,0.24363636363636373,2,5,Wednesday,19,2,8
2024-05-09,S001,Tempe,campus corridor,858.0,0,none,0,none,0,0,0,68.6,0.24727272727272717,3,5,Thursday,19,2,9
2024-05-10,S001,Tempe,campus corridor,919.0,0,none,0,none,0,0,0,68.8,0.25090909090909086,4,5,Friday,19,2,10
2024-05-11,S001,Tempe,campus corridor,947.0,0,none,0,none,1,0,0,69.1,0.25636363636363624,5,5,Saturday,19,2,11
2024-05-12,S001,Tempe,campus corridor,962.0,0,none,0,none,1,0,0,69.3,0.25999999999999995,6,5,Sunday,19,2,12
2024-05-13,S001,Tempe,campus corridor,795.0,0,none,0,none,0,0,0,69.6,0.26545454545454533,0,5,Monday,20,2,13
2024-05-14,S001,Tempe,campus corridor,830.0,0,none,0,none,0,1,0,69.8,0.26909090909090905,1,5,Tuesday,20,2,14
2024-05-15,S001,Tempe,campus corridor,882.0,0,none,0,none,0,1,0,70.1,0.2745454545454544,2,5,Wednesday,20,2,15
2024-05-16,S001,Tempe,campus corridor,953.0,0,none,0,none,0,1,0,70.3,0.27818181818181814,3,5,Thursday,20,2,16
2024-05-17,S001,Tempe,campus corridor,960.0,0,none,0,none,0,0,0,70.6,0.2836363636363635,4,5,Friday,20,2,17
2024-05-18,S001,Tempe,campus corridor,1059.0,0,none,0,none,1,0,0,70.8,0.28727272727272724,5,5,Saturday,20,2,18
2024-05-19,S001,Tempe,campus corridor,1037.0,0,none,0,none,1,0,0,71.1,0.2927272727272726,6,5,Sunday,20,2,19
2024-05-20,S001,Tempe,campus corridor,817.0,0,none,0,none,0,0,0,71.3,0.29636363636363633,0,5,Monday,21,2,20
2024-05-21,S001,Tempe,campus corridor,797.0,0,none,0,none,0,0,0,71.6,0.3018181818181817,1,5,Tuesday,21,2,21
2024-05-22,S001,Tempe,campus corridor,793.0,0,none,0,none,0,0,0,71.9,0.30727272727272736,2,5,Wednesday,21,2,22
2024-05-23,S001,Tempe,campus corridor,899.0,0,none,0,none,0,0,0,72.2,0.3127272727272728,3,5,Thursday,21,2,23
2024-05-24,S001,Tempe,campus corridor,906.0,0,none,0,none,0,0,0,72.4,0.31636363636363646,4,5,Friday,21,2,24
2024-05-25,S001,Tempe,campus corridor,980.0,0,none,0,none,1,0,0,72.7,0.3218181818181819,5,5,Saturday,21,2,25
2024-05-26,S001,Tempe,campus corridor,922.0,0,none,0,none,1,0,0,73.0,0.32727272727272727,6,5,Sunday,21,2,26
2024-05-27,S001,Tempe,campus corridor,928.0,1,memorial_day,0,none,0,0,0,73.3,0.33272727272727265,0,5,Monday,22,2,27
2024-05-28,S001,Tempe,campus corridor,865.0,0,none,0,none,0,0,0,73.6,0.3381818181818181,1,5,Tuesday,22,2,28
2024-05-29,S001,Tempe,campus corridor,870.0,0,none,0,none,0,0,0,73.8,0.34181818181818174,2,5,Wednesday,22,2,29
2024-05-30,S001,Tempe,campus corridor,885.0,0,none,0,none,0,0,0,74.1,0.3472727272727272,3,5,Thursday,22,2,30
2024-05-31,S001,Tempe,campus corridor,900.0,0,none,0,none,0,0,0,74.4,0.35272727272727283,4,5,Friday,22,2,31
2024-06-01,S001,Tempe,campus corridor,999.0,0,none,0,none,1,1,0,74.7,0.3581818181818182,5,6,Saturday,22,2,1
2024-06-02,S001,Tempe,campus corridor,983.0,0,none,0,none,1,1,0,75.0,0.36363636363636365,6,6,Sunday,22,2,2
2024-06-03,S001,Tempe,campus corridor,802.0,0,none,0,none,0,0,0,75.3,0.369090909090909,0,6,Monday,23,2,3
2024-06-04,S001,Tempe,campus corridor,889.0,0,none,0,none,0,0,0,75.6,0.37454545454545446,1,6,Tuesday,23,2,4
2024-06-05,S001,Tempe,campus corridor,869.0,0,none,0,none,0,0,0,75.9,0.3800000000000001,2,6,Wednesday,23,2,5
2024-06-06,S001,Tempe,campus corridor,923.0,0,none,0,none,0,0,0,76.2,0.3854545454545455,3,6,Thursday,23,2,6
2024-06-07,S001,Tempe,campus corridor,918.0,0,none,0,none,0,0,0,76.5,0.39090909090909093,4,6,Friday,23,2,7
2024-06-08,S001,Tempe,campus corridor,956.0,0,none,0,none,1,0,0,76.8,0.3963636363636363,5,6,Saturday,23,2,8
2024-06-09,S001,Tempe,campus corridor,911.0,0,none,0,none,1,0,0,77.1,0.40181818181818174,6,6,Sunday,23,2,9
2024-06-10,S001,Tempe,campus corridor,781.0,0,none,0,none,0,0,0,77.4,0.4072727272727274,0,6,Monday,24,2,10
2024-06-11,S001,Tempe,campus corridor,901.0,0,none,0,none,0,0,0,77.7,0.4127272727272728,1,6,Tuesday,24,2,11
2024-06-12,S001,Tempe,campus corridor,838.0,0,none,0,none,0,0,0,78.0,0.41818181818181815,2,6,Wednesday,24,2,12
2024-06-13,S001,Tempe,campus corridor,919.0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,6,Thursday,24,2,13
2024-06-14,S001,Tempe,campus corridor,961.0,0,none,0,none,0,1,0,78.6,0.42909090909090897,4,6,Friday,24,2,14
2024-06-15,S001,Tempe,campus corridor,1086.0,0,none,0,none,1,1,0,79.0,0.43636363636363634,5,6,Saturday,24,2,15
2024-06-16,S001,Tempe,campus corridor,1013.0,0,none,0,none,1,1,0,79.3,0.4418181818181818,6,6,Sunday,24,2,16
2024-06-17,S001,Tempe,campus corridor,800.0,0,none,0,none,0,0,0,79.6,0.44727272727272716,0,6,Monday,25,2,17
2024-06-18,S001,Tempe,campus corridor,830.0,0,none,0,none,0,0,0,79.9,0.4527272727272728,1,6,Tuesday,25,2,18
2024-06-19,S001,Tempe,campus corridor,845.0,0,none,0,none,0,0,0,80.2,0.45818181818181825,2,6,Wednesday,25,2,19
2024-06-20,S001,Tempe,campus corridor,907.0,0,none,0,none,0,0,0,80.5,0.4636363636363636,3,6,Thursday,25,2,20
2024-06-21,S001,Tempe,campus corridor,921.0,0,none,0,none,0,0,0,80.8,0.46909090909090906,4,6,Friday,25,2,21
2024-06-22,S001,Tempe,campus corridor,956.0,0,none,0,none,1,0,0,81.1,0.47454545454545444,5,6,Saturday,25,2,22
2024-06-23,S001,Tempe,campus corridor,902.0,0,none,0,none,1,0,0,81.4,0.4800000000000001,6,6,Sunday,25,2,23
2024-06-24,S001,Tempe,campus corridor,812.0,0,none,0,none,0,0,0,81.7,0.4854545454545455,0,6,Monday,26,2,24
2024-06-25,S001,Tempe,campus corridor,884.0,0,none,0,none,0,0,0,82.0,0.4909090909090909,1,6,Tuesday,26,2,25
2024-06-26,S001,Tempe,campus corridor,872.0,0,none,0,none,0,0,0,82.4,0.4981818181818183,2,6,Wednesday,26,2,26
2024-06-27,S001,Tempe,campus corridor,889.0,0,none,0,none,0,0,0,82.7,0.5036363636363637,3,6,Thursday,26,2,27
2024-06-28,S001,Tempe,campus corridor,946.0,0,none,0,none,0,0,0,83.0,0.509090909090909,4,6,Friday,26,2,28
2024-06-29,S001,Tempe,campus corridor,1040.0,0,none,0,none,1,0,0,83.3,0.5145454545454545,5,6,Saturday,26,2,29
2024-06-30,S001,Tempe,campus corridor,952.0,0,none,0,none,1,0,0,83.6,0.5199999999999999,6,6,Sunday,26,2,30
2024-07-01,S001,Tempe,campus corridor,841.0,0,none,0,none,0,1,0,83.9,0.5254545454545455,0,7,Monday,27,3,1
2024-07-02,S001,Tempe,campus corridor,919.0,0,none,0,none,0,1,0,84.2,0.530909090909091,1,7,Tuesday,27,3,2
2024-07-03,S001,Tempe,campus corridor,881.0,0,none,0,none,0,0,0,84.5,0.5363636363636364,2,7,Wednesday,27,3,3
2024-07-04,S001,Tempe,campus corridor,1087.0,1,independence_day,0,none,0,0,0,84.8,0.5418181818181818,3,7,Thursday,27,3,4
2024-07-05,S001,Tempe,campus corridor,943.0,0,none,0,none,0,0,0,85.1,0.5472727272727271,4,7,Friday,27,3,5
2024-07-06,S001,Tempe,campus corridor,957.0,0,none,0,none,1,0,0,85.4,0.5527272727272728,5,7,Saturday,27,3,6
2024-07-07,S001,Tempe,campus corridor,901.0,0,none,0,none,1,0,0,85.7,0.5581818181818182,6,7,Sunday,27,3,7
2024-07-08,S001,Tempe,campus corridor,861.0,0,none,0,none,0,0,0,86.0,0.5636363636363636,0,7,Monday,28,3,8
2024-07-09,S001,Tempe,campus corridor,890.0,0,none,0,none,0,0,0,86.3,0.5690909090909091,1,7,Tuesday,28,3,9
2024-07-10,S001,Tempe,campus corridor,862.0,0,none,0,none,0,0,0,86.6,0.5745454545454545,2,7,Wednesday,28,3,10
2024-07-11,S001,Tempe,campus corridor,881.0,0,none,0,none,0,0,0,86.9,0.5800000000000001,3,7,Thursday,28,3,11
2024-07-12,S001,Tempe,campus corridor,986.0,0,none,0,none,0,0,0,87.2,0.5854545454545456,4,7,Friday,28,3,12
2024-07-13,S001,Tempe,campus corridor,962.0,0,none,0,none,1,0,0,87.4,0.5890909090909092,5,7,Saturday,28,3,13
2024-07-14,S001,Tempe,campus corridor,974.0,0,none,0,none,1,1,0,87.7,0.5945454545454546,6,7,Sunday,28,3,14
2024-07-15,S001,Tempe,campus corridor,877.0,0,none,0,none,0,1,0,88.0,0.6,0,7,Monday,29,3,15
2024-07-16,S001,Tempe,campus corridor,871.0,0,none,0,none,0,1,0,88.3,0.6054545454545454,1,7,Tuesday,29,3,16
2024-07-17,S001,Tempe,campus corridor,868.0,0,none,0,none,0,0,0,88.6,0.6109090909090908,2,7,Wednesday,29,3,17
2024-07-18,S001,Tempe,campus corridor,889.0,0,none,0,none,0,0,0,88.8,0.6145454545454545,3,7,Thursday,29,3,18
2024-07-19,S001,Tempe,campus corridor,949.0,0,none,0,none,0,0,0,89.1,0.6199999999999999,4,7,Friday,29,3,19
2024-07-20,S001,Tempe,campus corridor,1045.0,0,none,0,none,1,0,0,89.4,0.6254545454545456,5,7,Saturday,29,3,20
2024-07-21,S001,Tempe,campus corridor,950.0,0,none,0,none,1,0,0,89.7,0.630909090909091,6,7,Sunday,29,3,21
2024-07-22,S001,Tempe,campus corridor,829.0,0,none,0,none,0,0,0,89.9,0.6345454545454546,0,7,Monday,30,3,22
2024-07-23,S001,Tempe,campus corridor,767.0,0,none,0,none,0,0,0,90.2,0.64,1,7,Tuesday,30,3,23
