date,store_id,city,store_profile,family,unit_sales,transactions,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month
2024-01-13,S001,Tempe,campus corridor,frozen,99.52,983.0,1,0,none,0,none,1,0,0,73.4,0.33454545454545465,5,Saturday,1,2,1,13
2024-01-14,S001,Tempe,campus corridor,produce,224.9,1023.0,0,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-14,S001,Tempe,campus corridor,beverages,237.22,1023.0,1,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-14,S001,Tempe,campus corridor,snacks,216.12,1023.0,1,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-14,S001,Tempe,campus corridor,dairy,154.5,1023.0,0,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-14,S001,Tempe,campus corridor,bakery,122.51,1023.0,0,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-14,S001,Tempe,campus corridor,frozen,118.34,1023.0,0,0,none,0,none,1,1,0,73.1,0.329090909090909,6,Sunday,1,2,1,14
2024-01-15,S001,Tempe,campus corridor,produce,172.8,856.0,0,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-15,S001,Tempe,campus corridor,beverages,190.9,856.0,1,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-15,S001,Tempe,campus corridor,snacks,161.6,856.0,1,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-15,S001,Tempe,campus corridor,dairy,118.95,856.0,0,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-15,S001,Tempe,campus corridor,bakery,112.62,856.0,0,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-15,S001,Tempe,campus corridor,frozen,85.64,856.0,0,0,none,0,none,0,1,0,72.8,0.3236363636363636,0,Monday,1,3,1,15
2024-01-16,S001,Tempe,campus corridor,produce,191.74,840.0,0,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-16,S001,Tempe,campus corridor,beverages,198.41,840.0,1,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-16,S001,Tempe,campus corridor,snacks,148.9,840.0,0,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-16,S001,Tempe,campus corridor,dairy,115.84,840.0,0,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-16,S001,Tempe,campus corridor,bakery,135.83,840.0,1,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-16,S001,Tempe,campus corridor,frozen,97.71,840.0,0,0,none,0,none,0,1,0,72.5,0.3181818181818182,1,Tuesday,1,3,1,16
2024-01-17,S001,Tempe,campus corridor,produce,186.02,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-17,S001,Tempe,campus corridor,beverages,156.23,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-17,S001,Tempe,campus corridor,snacks,124.9,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-17,S001,Tempe,campus corridor,dairy,124.13,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-17,S001,Tempe,campus corridor,bakery,107.79,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-17,S001,Tempe,campus corridor,frozen,91.95,866.0,0,0,none,0,none,0,0,0,72.3,0.3145454545454545,2,Wednesday,1,3,1,17
2024-01-18,S001,Tempe,campus corridor,produce,179.6,847.0,0,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-18,S001,Tempe,campus corridor,beverages,160.31,847.0,0,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-18,S001,Tempe,campus corridor,snacks,129.62,847.0,0,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-18,S001,Tempe,campus corridor,dairy,134.19,847.0,1,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-18,S001,Tempe,campus corridor,bakery,89.02,847.0,0,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-18,S001,Tempe,campus corridor,frozen,95.93,847.0,0,0,none,0,none,0,0,0,72.0,0.3090909090909091,3,Thursday,1,3,1,18
2024-01-19,S001,Tempe,campus corridor,produce,211.39,951.0,0,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-19,S001,Tempe,campus corridor,beverages,203.0,951.0,0,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-19,S001,Tempe,campus corridor,snacks,175.14,951.0,1,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-19,S001,Tempe,campus corridor,dairy,133.37,951.0,0,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-19,S001,Tempe,campus corridor,bakery,106.93,951.0,0,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-19,S001,Tempe,campus corridor,frozen,93.86,951.0,0,0,none,0,none,0,0,0,71.7,0.3036363636363637,4,Friday,1,3,1,19
2024-01-20,S001,Tempe,campus corridor,produce,189.35,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-20,S001,Tempe,campus corridor,beverages,189.47,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-20,S001,Tempe,campus corridor,snacks,162.26,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-20,S001,Tempe,campus corridor,dairy,134.17,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-20,S001,Tempe,campus corridor,bakery,115.02,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-20,S001,Tempe,campus corridor,frozen,105.22,980.0,0,0,none,0,none,1,0,0,71.4,0.29818181818181827,5,Saturday,1,3,1,20
2024-01-21,S001,Tempe,campus corridor,produce,201.49,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-21,S001,Tempe,campus corridor,beverages,188.18,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-21,S001,Tempe,campus corridor,snacks,157.88,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-21,S001,Tempe,campus corridor,dairy,119.16,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-21,S001,Tempe,campus corridor,bakery,125.07,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-21,S001,Tempe,campus corridor,frozen,96.53,924.0,0,0,none,0,none,1,0,0,71.2,0.2945454545454546,6,Sunday,1,3,1,21
2024-01-22,S001,Tempe,campus corridor,produce,143.89,772.0,0,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-22,S001,Tempe,campus corridor,beverages,149.87,772.0,0,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-22,S001,Tempe,campus corridor,snacks,134.27,772.0,0,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-22,S001,Tempe,campus corridor,dairy,97.83,772.0,0,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-22,S001,Tempe,campus corridor,bakery,101.34,772.0,0,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-22,S001,Tempe,campus corridor,frozen,80.72,772.0,1,0,none,0,none,0,0,0,70.9,0.2890909090909092,0,Monday,1,4,1,22
2024-01-23,S001,Tempe,campus corridor,produce,167.37,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-23,S001,Tempe,campus corridor,beverages,141.45,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-23,S001,Tempe,campus corridor,snacks,129.19,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-23,S001,Tempe,campus corridor,dairy,108.75,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-23,S001,Tempe,campus corridor,bakery,112.72,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-23,S001,Tempe,campus corridor,frozen,83.95,860.0,0,0,none,0,none,0,0,0,70.7,0.2854545454545455,1,Tuesday,1,4,1,23
2024-01-24,S001,Tempe,campus corridor,produce,169.74,849.0,0,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-24,S001,Tempe,campus corridor,beverages,169.93,849.0,0,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-24,S001,Tempe,campus corridor,snacks,149.9,849.0,0,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-24,S001,Tempe,campus corridor,dairy,116.95,849.0,0,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-24,S001,Tempe,campus corridor,bakery,121.4,849.0,1,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-24,S001,Tempe,campus corridor,frozen,79.86,849.0,0,0,none,0,none,0,0,0,70.4,0.2800000000000001,2,Wednesday,1,4,1,24
2024-01-25,S001,Tempe,campus corridor,produce,176.19,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-25,S001,Tempe,campus corridor,beverages,146.09,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-25,S001,Tempe,campus corridor,snacks,144.34,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-25,S001,Tempe,campus corridor,dairy,135.3,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-25,S001,Tempe,campus corridor,bakery,112.56,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-25,S001,Tempe,campus corridor,frozen,87.25,866.0,0,0,none,0,none,0,0,0,70.1,0.2745454545454544,3,Thursday,1,4,1,25
2024-01-26,S001,Tempe,campus corridor,produce,159.97,911.0,0,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-26,S001,Tempe,campus corridor,beverages,183.86,911.0,1,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-26,S001,Tempe,campus corridor,snacks,142.71,911.0,0,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-26,S001,Tempe,campus corridor,dairy,111.8,911.0,0,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-26,S001,Tempe,campus corridor,bakery,108.06,911.0,1,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-26,S001,Tempe,campus corridor,frozen,119.41,911.0,1,0,none,0,none,0,0,0,69.9,0.270909090909091,4,Friday,1,4,1,26
2024-01-27,S001,Tempe,campus corridor,produce,248.21,1000.0,1,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-27,S001,Tempe,campus corridor,beverages,200.03,1000.0,0,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-27,S001,Tempe,campus corridor,snacks,181.68,1000.0,0,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-27,S001,Tempe,campus corridor,dairy,149.88,1000.0,1,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-27,S001,Tempe,campus corridor,bakery,115.0,1000.0,0,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-27,S001,Tempe,campus corridor,frozen,103.64,1000.0,0,0,none,0,none,1,0,0,69.6,0.26545454545454533,5,Saturday,1,4,1,27
2024-01-28,S001,Tempe,campus corridor,produce,199.85,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-28,S001,Tempe,campus corridor,beverages,170.76,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-28,S001,Tempe,campus corridor,snacks,169.14,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-28,S001,Tempe,campus corridor,dairy,133.33,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-28,S001,Tempe,campus corridor,bakery,129.48,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-28,S001,Tempe,campus corridor,frozen,100.83,943.0,0,0,none,0,none,1,0,0,69.4,0.2618181818181819,6,Sunday,1,4,1,28
2024-01-29,S001,Tempe,campus corridor,produce,189.91,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-29,S001,Tempe,campus corridor,beverages,147.86,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-29,S001,Tempe,campus corridor,snacks,121.16,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-29,S001,Tempe,campus corridor,dairy,134.8,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-29,S001,Tempe,campus corridor,bakery,102.13,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-29,S001,Tempe,campus corridor,frozen,82.54,808.0,0,0,none,0,none,0,0,0,69.2,0.25818181818181823,0,Monday,1,5,1,29
2024-01-30,S001,Tempe,campus corridor,produce,163.06,834.0,0,0,none,0,none,0,0,0,68.9,0.25272727272727286,1,Tuesday,1,5,1,30
2024-01-30,S001,Tempe,campus corridor,beverages,150.86,834.0,0,0,none,0,none,0,0,0,68.9,0.25272727272727286,1,Tuesday,1,5,1,30
2024-01-30,S001,Tempe,campus corridor,snacks,131.76,834.0,0,0,none,0,none,0,0,0,68.9,0.25272727272727286,1,Tuesday,1,5,1,30
2024-01-30,S001,Tempe,campus corridor,dairy,107.1,834.0,0,0,none,0,none,0,0,0,68.9,0.25272727272727286,1,Tuesday,1,5,1,30
2024-01-30,S001,Tempe,campus corridor,bakery,77.86,834.0,0,0,none,0,none,0,0,0,68.9,0.25272727272727286,1,Tuesday,1,5,1,30
